py,ch,en
xíng,饧,"malt-sugar / molasses
maltose syrup / molasses / heavy (eyelids) / drowsy-eyed / listless / (of dough, candy etc) to soften / to become soft and sticky"
yíng,荥,"place name
place name"
xǐng,擤,"blow nose
to blow one's nose"
xǐng,醒,"to wake up / to be awake
to wake up / to be awake / to become aware / to sober up / to come to"
xìng,杏,"apricot
apricot / almond"
xìng,悻,"angry
angry"
xìng,幸,"lucky, fortunate / lucky
fortunate / lucky"
xìng,性,"sex / nature / surname / suffix corresponding to -ness or -ity
nature / character / property / quality / attribute / sexuality / sex / gender / suffix forming adjective from verb / suffix forming noun from adjective, corresponding to -ness or -ity / essence / CL:個|个[ge4]"
xìng,姓,"surname / family name / name
family name / surname / CL:個|个[ge4] / to be surnamed"
xìng,荇,"Limnanthemui nymphoides
yellow floating heart (Nymphoides peltatum)"
xiōng,匈,"Hungary / thorax / chest
old variant of 胸[xiong1]"
xiōng,凶,"fierce, fierce / terrible / ominous
vicious / fierce / ominous / inauspicious / famine / variant of 兇|凶[xiong1]"
xiōng,兄,"elder brother
elder brother"
xiōng,汹,"scared, nervous, torrential rush / tumultuous
torrential rush / tumultuous"
xiōng,胸,"chest / bosom / heart / mind / thorax
chest / bosom / heart / mind / thorax"
xióng,熊,"bear / to scold / to rebuke
bear / to scold / to rebuke / brilliant light / to shine brightly"
xióng,雄,"heroic / male
male / staminate / grand / imposing / powerful / mighty / person or state having great power and influence"
xīu,鸺,"owl
owl"
xīu,髹,"red lacquer / to lacquer
red lacquer / to lacquer"
xīu,咻,"call out / jeer
call out / jeer"
xīu,休,"to rest
to rest / to stop doing sth for a period of time / to cease / (imperative) don't"
xīu,馐,"delicacies
delicacies"
xīu,羞,"shy / ashamed / shame / bashful
shy / ashamed / shame / bashful / variant of 饈|馐[xiu1] / delicacies"
xīu,庥,"protection / shade
protection / shade"
xīu,貅,"(leopard)
see 貔貅[pi2 xiu1], composite mythical animal (originally 貅 was the female)"
xīu,修,"to decorate / to embellish / to repair / to build / to study / to write / to cultivate
dried meat / private teacher's remuneration / withered / variant of 修[xiu1]"
xǐu,朽,"rotten
rotten"
xìu,秀,"handsome / elegant
handsome / refined / elegant / graceful / superior / show (loanword) / CL:場|场[chang2] / (literary) to grow / to bloom / (of crops) to produce ears"
xìu,绣,"to embroider
to embroider / embroidery"
xìu,嗅,"sense of smell
to smell / to sniff / to nose"
xìu,岫,"cave / mountain peak
cave / mountain peak"
xìu,溴,"bromine
bromine (chemistry)"
xìu,锈,"rust
to corrode / to rust"
xìu,袖,"sleeve
sleeve / to tuck inside one's sleeve"
xū,需,"to require / to need / to want / necessity / need
to require / to need / to want / necessity / need"
xū,墟,"old burial grounds
ruins / (literary) village / variant of 圩[xu1] / country fair"
xū,须,"beard / necessary / must, beard / mustache
beard / mustache / feeler (of an insect etc) / tassel"
xū,虚,"devoid of content / void / false / empty / vain
emptiness / void / abstract theory or guiding principles / empty or unoccupied / diffident or timid / false / humble or modest / (of health) weak / virtual / in vain"
xū,盱,"(surname) / anxious / stare
anxious / stare"
xū,胥,"all / assist / to store
all / assist / to store"
xū,戌,"11th earthly branch / 7-9 p.m.
11th earthly branch: 7-9 p.m., 9th solar month (8th October-6th November), year of the Dog / ancient Chinese compass point: 300°"
xū,嘘,"exhale / hiss
to exhale slowly / to hiss / hush!"
xū,吁,"sh / hush, implore
to implore"
xú,徐,"slow / gentle / Xu (a surname)
slowly / gently"
xǔ,诩,"brag / harmony / make known
to brag / popular / lovely"
xǔ,糈,"official pay / sacrificial rice
official pay / sacrificial rice"
xǔ,许,"to allow / to permit / to praise / (surname)
to allow / to permit / to promise / to praise / somewhat / perhaps"
xǔ,栩,"Quercus serrata
Quercus serrata"
xù,序,"order / sequence / preface
order / sequence / preface"
xù,绪,"beginnings / clues / mental state / thread
beginnings / clues / mental state / thread"
xù,蓄,"to store
to store up / to grow (e.g. a beard) / to entertain (ideas)"
xù,溆,"name of a river
name of a river"
xù,絮,"line with cotton wadding
cotton wadding / fig. padding / long-winded"
xù,酗,"drunk
drunk"
xù,叙,"narrate / abbreviation for Syria
to narrate / to chat"
xù,旭,"dawn / rising sun
dawn / rising sun"
xù,续,"continue / replenish
to continue / to replenish"
xù,勖,"exhort / stimulate
exhort / stimulate"
xù,婿,"son-in-law
son-in-law / husband"
xù,恤,"give relief / sympathy
variant of 恤[xu4]"
xù,顼,"grieved / anxious
grieved / anxious"
xuān,喧,"clamor / noise, clamor / noise / deceitful
variant of 喧[xuan1] / old variant of 諼|谖[xuan1]"
xuān,谖,"Hemerocallis flava / false / forget
to deceive / to forget"
xuān,暄,"genial and warm
genial and warm"
xuān,轩,"covered carriage / pavilion
pavilion with a view / high / tall / high fronted, curtained carriage (old)"
xuān,宣,"to declare (publicly) / to announce
to declare (publicly) / to announce"
xuān,萱,"Hemerocallis flava
old variant of 萱[xuan1]"
xuān,儇,"ingenious / frivolous
ingenious / frivolous"
xuān,揎,"pull up sleeves / strike with fists
to roll up one's sleeves / to slap with the palm"
xuán,璇,"(jade)
variant of 璇[xuan2]"
xuán,悬,"hang / suspend
to hang or suspend / to worry / public announcement / unresolved / baseless / without foundation"
xuán,玄,"black / mysterious
black / mysterious"
xuán,漩,"eddy
whirlpool / eddy / also pr. [xuan4]"
xuán,旋,"revolve, lathe / specially for an occasion
to whirl / immediately / variant of 鏇|镟[xuan4]"
xiǎn,癣,"ringworm
ringworm / Taiwan pr. [xian3]"
xuǎn,选,"to choose / to pick / to select / to elect
to choose / to pick / to select / to elect"
xuàn,铉,"stand for bronze tripod (archeol.) / used in names, e.g. 卢武铉 President Loh Roh Mu-hyun of South Korea
stick-like implement inserted into the handles of a tripod cauldron in ancient times in order to lift the cauldron / commonly used in Korean names, transcribed as ""hyun"""
xuàn,绚,"adorned / swift
adorned / swift / gorgeous / brilliant / variegated"
xuàn,炫,"dazzle / to show off, to boast / to show off
to dazzle / to boast / to show off / (slang) cool / awesome"
xuàn,渲,"wash (color)
wash (color)"
xuàn,眩,"dizzy / dazzled
dazzling / brilliant / dazzled / dizzy"
xuàn,泫,"weep
weep"
xuàn,镟,"lathe / thread in screw
to shape on a lathe / to peel with a knife / to turn in (a screw)"
xuàn,楦,"block (hat) / stretch (shoe)
to block (a hat) / to stretch (a shoe)"
xuē,靴,"boots
variant of 靴[xue1]"
xuē,薛,"(surname) / wormwood
wormwood like grass (classical)"
xué,学,"learn / study / science / -ology
to learn / to study / to imitate / science / -ology"
xué,穴,"hole / cave
cave / cavity / hole / acupuncture point / Taiwan pr. [xue4]"
xuě,雪,"snow
snow / snowfall / CL:場|场[chang2] / to have the appearance of snow / to wipe away, off or out / to clean"
xuě,鳕,"codfish / Gadus macrocephalus
codfish / Gadus macrocephalus"
xūn,勋,"medal / merit
variant of 勛|勋[xun1]"
xūn,醺,"helplessly intoxicated
helplessly intoxicated"
xūn,獯,"name of a tribe
see 獯鬻[Xun1 yu4]"
xūn,埙,"ancient porcelain wind-instrument
ocarina / wind instrument consisting of an egg-shaped chamber with holes"
xūn,曛,"twilight / sunset
twilight / sunset"
xūn,薰,"Coumarouna odorata
sweet-smelling grass / Coumarouna odorata / tonka beans / coumarin"
xūn,熏,"to smoke / scent / fumigate
fragrance / warm / to educate / variant of 熏[xun1] / to smoke / to fumigate"
yìn,窨,"to scent tea with flowers, cellar
cellar"
xún,郇,"name of a feudal state
name of a feudal state"
xún,荀,"(surname)
herb (old)"
xún,鲟,"acipenser sp. / sturgeon
sturgeon / Acipenser sturio"
xún,寻,"to search / to look for / to seek
to search / to look for / to seek"
xún,洵,"truly / whirlpool
truly / whirlpool"
xún,循,"to follow / to adhere to / to abide by
to follow / to adhere to / to abide by"
xún,浔,"name of a river / steep bank
name of a river / steep bank"
xún,旬,"ten days / ten years
ten days / ten years / full period"
xún,峋,"ranges of hills
ranges of hills"
xún,询,"inquire
to ask about / to inquire about"
xún,巡,"to patrol / to make one's rounds
variant of 巡[xun2]"
xún,恂,"sincere
sincere"
xún,驯,"attain gradually / tame
to attain gradually / to tame / Taiwan pr. [xun2]"
xùn,蕈,"mold / mushroom
mold / mushroom"
xùn,逊,"to yield
to abdicate / modest / yielding / unpretentious / inferior to / (slang) to suck"
xùn,徇,"buried with dead / die for a cause, follow / quick
variant of 徇[xun4]"
xùn,讯,"to question / to ask / to interrogate / rapid / speedy / fast / news / information
to question / to ask / to interrogate / rapid / speedy / fast / news / information"
xùn,巽,"a sign in the trigram / obey
to obey / one of the Eight Trigrams 八卦[ba1 gua4], symbolizing wood and wind / ☴ / ancient Chinese compass point: 135° (southeast)"
xùn,汛,"high water / sprinkle water
high water / flood / to sprinkle water"
xùn,殉,"buried with dead / die for a cause
to be buried with the dead / to die for a cause"
xùn,训,"example / pattern / to teach / to train / instruction
to teach / to train / to admonish / instruction (from superiors) / teachings / rule"
xùn,迅,"rapid
rapid / fast"
yā,呀,"(final part.)
(particle equivalent to 啊 after a vowel, expressing surprise or doubt)"
yā,丫,"slave girl
fork / branch / bifurcation / girl"
yá,桠,"forking branch
forking branch"
yā,押,"detain in custody
to mortgage / to pawn / to detain in custody / to escort and protect / (literary) to sign"
yā,鸭,"duck
duck / CL:隻|只[zhi1] / (slang) male prostitute"
yā,鸦,"crow
variant of 鴉|鸦[ya1]"
yǎ,哑,"(onomat.), dumb / mute
dumb / mute / hoarse / husky / unexploded (of artillery shell etc)"
yā,压,"to press / to push down / to keep under (control), in the first place / to crush
see 壓根兒|压根儿[ya4 gen1 r5]"
yá,伢,"child (collequial)
(dialect) child"
yá,蚜,"aphis
aphis"
yá,涯,"border / horizon / shore
border / horizon / shore"
yá,牙,"tooth / ivory
tooth / ivory / CL:顆|颗[ke1]"
yá,衙,"(surname) / office / yamen
office / yamen 衙門|衙门"
yá,芽,"bud / sprout
bud / sprout"
yǎ,雅,"elegant
elegant"
yà,砑,"to calender
to calender"
yà,娅,"address term between sons-in-law
address term between sons-in-law"
yà,揠,"eradicate / pull up
to eradicate / to pull up"
yà,讶,"astounded
astounded"
yà,亚,"Asia / Asian / second / next to / inferior
Asia / Asian / second / next to / inferior / sub- / Taiwan pr. [ya3]"
yà,迓,"receive (as a guest)
to receive (as a guest)"
yà,氩,"argonium
argon (chemistry)"
wù,垭,"character used in place names
(dialect) strip of land between hills / used in place names / also pr. [ya4]"
yà,轧,"crush / in the first place
to roll (steel)"
yá,崖,"precipice
precipice / cliff / Taiwan pr. [yai2]"
yàn,恹,"contented / peaceful
see 懨懨|恹恹[yan1 yan1]"
yān,焉,"where / how
where / how"
yān,鄢,"(surname) / name of a feudal state
surname Yan / name of a district in Henan"
yān,淹,"drown / submerge
to flood / to submerge / to drown / to irritate the skin (of liquids) / to delay"
yān,崦,"name of a mountain in Gansu
name of a mountain in Gansu"
yān,阉,"castrate
to castrate / a castrate / neuter"
yān,腌,"to salt / pickle
to salt / to pickle / to cure (meat) / to marinate"
yān,菸,"cigarette / tobacco
to wither / dried leaves / faded / withered"
yān,胭,"rouge
variant of 胭[yan1]"
yān,烟,"cigarette / tobacco / smoke
cigarette or pipe tobacco / CL:根[gen1] / smoke / mist / vapour / CL:縷|缕[lu:3] / tobacco plant / (of the eyes) to be irritated by smoke"
yān,嫣,"captivating
captivating"
yǎn,奄,"castrate / to delay, suddenly / to embrace
suddenly / abruptly / hastily / to cover / to surround"
yàn,燕,"(surname) / place name, swallow (a type of bird)
variant of 燕[yan4]"
yān,咽,"narrow pass / throat, to swallow, to choke (in crying)
to swallow"
yīn,湮,"obscured / submerged, obscured / submerged
variant of 洇[yin1]"
yīn,殷,"dark red, (surname) / dynasty / flourishing, roll of thunder
roll of thunder"
yán,筵,"bamboo mat for sitting
bamboo mat for sitting"
yán,岩,"cliff / rock, cliff
variant of 巖|岩[yan2]"
yán,蜒,"slug
slug"
yán,延,"to prolong / to extend / to delay
to prolong / to extend / to delay"
yán,妍,"beautiful
beautiful"
yán,言,"to speak / to say / talk / word
words / speech / to say / to talk"
yán,阎,"(surname) / gate of village
Yama / gate of village / surname Yan"
yán,盐,"salt
salt / CL:粒[li4]"
yán,颜,"(surname) / color / countenance
Japanese variant of 顏|颜[yan2]"
yán,檐,"eaves
variant of 檐[yan2]"
yán,严,"(air or water) tight / stern / serious / strict / severe
tight (closely sealed) / stern / strict / rigorous / severe / father"
yán,研,"grind fine / study / research
to grind / study / research"
yán,炎,"flame / inflammation / -itis
flame / inflammation / -itis"
yàn,闫,"(surname)
variant of 閻|阎[Yan2] / surname Yan"
yán,沿,"along, riverside (with -r)
along / to follow (a line, tradition etc) / to carry on / to trim (a border with braid, tape etc) / border / edge"
yǎn,兖,"place name
see 兗州|兖州[Yan3 zhou1]"
yǎn,衍,"to spread out / to develop / to overflow / to amplify
to spread out / to develop / to overflow / to amplify / superfluous"
yǎn,罨,"foment / valve
foment / valve"
yǎn,郾,"place name
place name"
yǎn,演,"to develop / to evolve / to practice / to perform / to play / to act
to develop / to evolve / to practice / to perform / to play / to act"
yǎn,鼹,"mole
mole"
yǎn,掩,"cover up / to surprise
to cover up / to close / to surprise"
yǎn,偃,"(surname) / to lie supine / to stop / to fall down
to lie supine / to stop / to fall down"
yǎn,魇,"nightmare
to have a nightmare"
yǎn,眼,"eye
eye / small hole / crux (of a matter) / CL:隻|只[zhi1],雙|双[shuang1] / classifier for big hollow things (wells, stoves, pots etc)"
yǎn,厣,"operculum
operculum (Latin: little lid) / a covering flap (in various branches of anatomy)"
yǎn,俨,"majestic / dignified
majestic / dignified"
yǎn,琰,"gem / glitter of gems
gem / glitter of gems"
yàn,餍,"eat to the full
to eat to the full"
yàn,焱,"flames
variant of 焰[yan4]"
yàn,宴,"feast / repose
variant of 宴[yan4]"
yàn,雁,"wild goose
variant of 雁[yan4]"
yàn,谚,"proverb
proverb"
yàn,彦,"accomplished / elegant
accomplished / elegant"
yàn,验,"to examine / to test / to check
to examine / to test / to check"
yàn,唁,"condole with
to extend condolences"
yàn,晏,"(surname) / late / quiet
late / quiet"
yàn,谳,"decide judicially
to decide judicially"
yàn,厌,"loathe
to loathe"
yàn,焰,"flame
variant of 焰[yan4]"
yàn,滟,"tossing of billows
tossing of billows"
yàn,砚,"ink-stone
ink-stone"
yàn,艳,"glamorous
variant of 艷|艳[yan4]"
yàn,酽,"strong (of tea)
strong (of tea)"
yàn,堰,"weir
weir"
yàn,赝,"false
false"
yāng,央,"beg / center
center / end / to beg / to plead"
yāng,秧,"shoots / sprouts
shoots / sprouts"
yāng,鸯,"mandarin duck
mandarin duck"
yāng,殃,"calamity
calamity"
yāng,泱,"agitated (wind, cloud) / boundless
agitated (wind, cloud) / boundless"
