py,ch,en
wù,物,thing / object / matter / abbr. for physics 物理
wù,痦,(flat) mole
wù,杌,low stool
wù,鋈,-plated / to plate
wù,寤,to awake from sleep
wù,芴,"fluorine
fluorene C13H10 / (old) name of an edible wild plant"
wù,误,mistake / error / to miss / to harm / to delay / to neglect / mistakenly
wù,勿,do not
wù,婺,beautiful
wù,务,"affair / business / matter
affair / business / matter / to be engaged in / to attend to / by all means"
wù,雾,"fog / mist
fog / mist / CL:場|场[chang2],陣|阵[zhen4]"
wù,坞,"dock / low wall
variant of 塢|坞[wu4]"
wù,悟,"comprehend
to comprehend / to apprehend / to become aware"
wù,晤,to meet (socially)
wù,兀,"(surname) / cut off the feet / rising to a height; towering / bald
cut off the feet / rising to a height / towering / bald"
xī,晰,"understanding
white / variant of 晰[xi1]"
xī,牺,sacrifice
xī,奚,"what why
(literary) what? / where? / why?"
xī,希,"rare / infrequent
to hope / to admire / variant of 稀[xi1]"
xī,浠,name of a river in Hubei
xī,息,"news / interest / breath / rest
breath / news / interest (on an investment or loan) / to cease / to stop / to rest / Taiwan pr. [xi2]"
xī,膝,knee
xī,蜥,"chameleon / Eumeces latiscutatus
see 蜥蜴[xi1 yi4]"
xī,吸,to breathe / to suck in / to absorb / to inhale
xī,稀,"diluted / sparse
rare / uncommon / watery / sparse"
xī,烯,alkene
xī,悉,in all cases / know
xī,犀,rhinoceros / sharp
xī,嬉,amusement
xī,熙,prosperous / splendid
xī,昔,"past / former
former times / the past / Taiwan pr. [xi2]"
xī,熹,bright / warm
xī,西,west
xī,螅,(intestinal worm)
xī,惜,"pity, regret, rue, begrudge
to cherish / to begrudge / to pity / Taiwan pr. [xi2]"
xī,析,to separate / to divide / to analyze
xī,樨,Osmanthus fragrans
xī,粞,ground rice / thresh rice
xí,熄,"(v) extinguish; quench / go out (of fire)
to extinguish / to put out (fire) / to quench / to stop burning / to go out (of fire, lamp etc) / to come to an end / to wither away / to die out / Taiwan pr. [xi2]"
xī,羲,"(surname) / name of an emperor
same as Fuxi 伏羲[Fu2 Xi1], a mythical emperor / surname Xi"
xī,兮,"(part.)
(particle in old Chinese similar to 啊)"
xī,鼷,mouse
xī,醯,acyl
xī,嘻,"laugh / giggle
(interjection expressing surprise, grief etc) / variant of 嘻[xi1]"
xī,僖,"(surname) / cautious / merry / joyful
cautious / merry / joyful"
xī,蟋,cricket
xī,唏,sound of sobbing
xī,曦,light of day
xī,淅,"(onom.) sound of rain, sleet etc"
xī,欷,to sob
xī,硒,"selenium
selenium (chemistry)"
xī,蹊,footpath
xī,夕,"evening, dusk
dusk / evening / Taiwan pr. [xi4]"
xí,媳,daughter in law
xí,檄,dispatch / order
xí,觋,wizard
xí,隰,"(surname) / low / marshy land
low / marshy land"
xí,袭,"inherit / raid / suit of clothes
to attack / to inherit / classifier for suits (esp. of funeral robes)"
xí,习,to practice / to study / habit
xí,席,"banquet / woven mat / seat / place, woven mat
variant of 席[xi2] / woven mat"
xí,锡,"tin
tin (chemistry) / to bestow / to confer / to grant / Taiwan pr. [xi2]"
zhé,褶,"(arch.) court dress, pleat / crease
pleat / crease / Taiwan pr. [zhe2]"
xǐ,禧,joy
xǐ,蓰,(grass) / increase five fold
xǐ,葸,feel insecure / unhappy
xǐ,玺,ruler's seal
xǐ,屣,slippers
xǐ,洗,to wash / to bathe / to develop (photo)
xǐ,徙,"change one's residence
(literary) to change one's residence"
xǐ,喜,to be fond of / to like / to enjoy / to be happy / to feel pleased / happiness / delight / glad
xì,饩,grain ration / sacrificial victim
xì,禊,"purification ceremony
semi-annual ceremony of purification"
xì,隙,"crack / occasion for dislike
crack / crevice / gap or interval / loophole / discord / rift"
xì,戏,"trick / drama / play / show / CL:出[chu1],場|场[chang3],臺|台[tai2]"
xì,细,"fine / minutely / thin / slender
thin or slender / finely particulate / thin and soft / fine / delicate / trifling / (of a sound) quiet / frugal"
xì,舄,shoe / slipper
xì,系,"be / connection / relation / tie up / bind, be / system / to tie / department / faculty, connect / to tie
to connect / to arrest / to worry"
xì,翕,"agree
to open and close (the mouth etc) / friendly / compliant / Taiwan pr. [xi4]"
xiā,瞎,"blind
blind / groundlessly / foolishly / to no purpose"
xiā,虾,shrimp / prawn
xiā,呷,"suck, swallow, drink"
xiá,匣,box
xiá,辖,"have jurisdiction over
to govern / to control / having jurisdiction over / linchpin of a wheel (archaic) / noise of a barrow"
xiá,遐,"abandon / distant
distant / long-lasting / to abandon"
xiá,狭,"narrow / narrow-minded
old variant of 狹|狭[xia2]"
xiá,侠,"heroic
knight-errant / brave and chivalrous / hero / heroic"
xiá,暇,leisure
xiá,硖,place name
xiá,峡,gorge
xiá,霞,red clouds
xiá,柙,cage / pen / scabbard
xiá,黠,(phonetic) / crafty
xiá,狎,be intimate with
xiá,瑕,blemish / flaw in jade
xià,吓,to frighten / to scare / to intimidate / to threaten
xià,罅,crack / grudge
xià,下,"under / second (of two parts) / next (week, etc.) / lower / below / underneath / down(wards) / to decline / to go down / latter
down / downwards / below / lower / later / next (week etc) / second (of two parts) / to decline / to go down / to arrive at (a decision, conclusion etc) / measure word to show the frequency of an action"
xià,夏,"summer / Xia (proper name)
summer"
xiān,仙,"immortal
variant of 仙[xian1]"
xiān,掀,"lift (cover)
to lift (a lid) / to rock / to convulse"
xiān,氙,"xenon
xenon (chemistry)"
xiān,暹,"Siam
sunrise"
xiān,酰,"(chem.) -acyl / acid radical
acid radical / -acyl (chemistry)"
xiān,先,early / prior / former / in advance / first
xiān,跹,to manner of dancing / to walk around
xiān,鲜,"fresh, few / rare
old variant of 鮮|鲜[xian3]"
xián,痫,epilepsy / insanity
xián,鹇,"silver pheasant badge worn by civil officials of the 5th grade
silver pheasant (Phasianus nycthemerus) / silver pheasant badge worn by civil officials of the 5th grade"
xián,闲,"to stay idle / to be unoccupied / not busy / leisure / enclosure
variant of 閑|闲, idle / unoccupied / leisure / free time"
xián,涎,"saliva / shamelessly
saliva"
xián,弦,"bow string / string of mus. instr., string of mus. instr.
bow string / string of musical instrument / watchspring / chord (segment of curve) / hypotenuse / CL:根[gen1]"
xián,贤,"worthy (person)
worthy or virtuous person / honorific used for a person of the same or a younger generation"
xián,咸,"all / in all cases / salty, salty
salted / salty / stingy / miserly"
xián,娴,elegant / refined / to be skilled at
xián,衔,"hold in mouth, hold in mouth / nominal office
bit (of a bridle) / to hold in the mouth / to harbor (feelings) / to link / to accept / rank / title"
xián,舷,"sides of boat
side of a ship or an aircraft"
xián,嫌,"to dislike / to suspect
to dislike / suspicion / resentment / enmity / abbr. for 嫌犯[xian2 fan4], criminal suspect"
xiǎn,显,prominent / conspicuous / (prefix) phanero-
xiǎn,猃,"long-snout dog
a kind of dog with a long snout / see 獫狁|猃狁[Xian3 yun3]"
xiǎn,冼,"(surname)
surname Xian"
xiǎn,筅,bamboo brush for utensils
xiǎn,险,"danger (ous) / rugged
danger / dangerous / rugged"
xiǎn,燹,conflagration
xiǎn,藓,"mosses on damp walls
moss / lichen / moss on damp walls / used erroneously for 蘇|苏"
xiàn,蚬,Cyclina orientalis
xiǎn,跣,barefooted
xiǎn,铣,"shining metal
shining metal / (old) the 16th of the month (abbreviation used in telegrams)"
xiàn,现,to appear / present / now / existing / current
xiàn,线,"thread / string / wire / line / CL:條|条[tiao2],股[gu3],根[gen1]"
xiàn,苋,"Amarantus mangostanus
amaranth (genus Amaranthus) / Joseph's coat (Amaranthus tricolor) / Chinese spinach (Amaranth mangostanus)"
xiàn,馅,stuffing / forcemeat / filling
xiàn,县,"a district / county
county"
xiàn,羡,to envy
xiàn,腺,gland
xiàn,霰,"sleet
graupel / snow pellet / soft hail"
xiàn,宪,statute / constitution
xiàn,岘,"steep hill
abbr. for 峴首山|岘首山[Xian4 shou3 shan1] / Mt Xianshou in Hubei / steep hill / used in place names"
xiàn,限,"limit / bound
limit / bound / to set a limit (on)"
xiàn,陷,"to fall / trap
pitfall / trap / to get stuck / to sink / to cave in / to frame (false charge) / to capture (a city in battle) / to fall (to the enemy) / defect"
xiàn,献,"to offer
to offer / to present / to dedicate / to donate / to show / to put on display / worthy person (old)"
xiāng,葙,"Celosia argentea
see 青葙, feather cockscomb (Celosia argentea)"
xiāng,骧,"prance (as a horse)
(literary) to run friskily (of a horse) / to raise / to hold high"
xiāng,香,"fragrant / incense / (of food) savory / appetizing / sweet / scented / popular
fragrant / sweet smelling / aromatic / savory or appetizing / (to eat) with relish / (of sleep) sound / perfume or spice / joss or incense stick / CL:根[gen1]"
xiāng,湘,"name of a river
abbr. for Hunan 湖南 province in south central China / abbr. for Xiangjiang river in Hunan province"
xiāng,缃,light yellow color
xiāng,芗,"(Fujian drama)
aromatic herb used for seasoning / variant of 香[xiang1]"
xiāng,乡,"country / village
country or countryside / native place / home village or town / township (PRC administrative unit)"
xiāng,厢,box (in theater) / side room / side
xiāng,镶,to inlay / to embed / ridge / border
xiāng,襄,"assist
to help / to assist / mutual assistance / to rush into or up / to raise or hold up / high / tall / old variant of 欀 / chariot horse (old) / change (old)"
xiāng,箱,box / trunk / chest
xiāng,相,"each other / one another / mutually, appearance / portrait / picture
appearance / portrait / picture / government minister / (physics) phase / (literary) to appraise (esp. by scrutinizing physical features) / to read sb's fortune (by physiognomy, palmistry etc)"
xiáng,翔,"soar
to soar / to glide / variant of 詳|详[xiang2]"
xiáng,详,detailed / comprehensive
xiáng,庠,asylum for the aged / school
xiáng,祥,auspicious / propitious
xiǎng,飨,"offer or enjoy sacrifice
(literary) to offer food and drinks / to entertain"
xiǎng,饷,"soldier's pay
variant of 餉|饷[xiang3]"
xiǎng,想,to think / to believe / to suppose / to wish / to want / to miss (feel wistful about the absence of sb or sth)
xiǎng,享,"enjoy
old variant of 享[xiang3]"
xiǎng,响,"to make a sound / to sound / to ring / (a measure word for sound) / loud
echo / sound / noise / to make a sound / to sound / to ring / loud / classifier for noises"
xiǎng,鲞,"wine-preserved pomfret
dried fish"
xiàng,巷,lane / alley
xiàng,向,"direction / part / side / towards / to / guide / opposite to, guide / opposite to
variant of 向[xiang4] / direction / orientation / to face / to turn toward / to / towards / shortly before / formerly"
xiàng,项,"(surname) / back of neck / item / thing
back of neck / item / thing / term (in a mathematical formula) / sum (of money) / classifier for principles, items, clauses, tasks, research projects etc"
xiàng,象,"shape / form / appearance / elephant / image under a map (math.)
elephant / CL:隻|只[zhi1] / shape / form / appearance / to imitate"
xiàng,像,"(look) like / similar (to) / appearance / to appear / to seem / image / portrait / resemble / seem
to resemble / to be like / to look as if / such as / appearance / image / portrait / image under a mapping (math.)"
xiàng,橡,oak / Quercus serrata
xiāo,哮,pant / roar / bark (of animals)
xiāo,逍,leisurely / easy-going
xiāo,绡,raw silk
xiāo,箫,"(flute) / pan pipes / xiao - a vertical bamboo flute
xiao, a free reed mouth organ with five or more pipes blown from the bottom / same as 排簫|排箫 / also translated as pan pipes"
xiāo,消,"consume / news / subside / to disappear / to vanish
to disappear / to vanish / to eliminate / to spend (time) / have to / need"
xiāo,枭,"brave / owl / strix uralensis
owl / valiant / trafficker"
xiāo,销,"to melt / to do away with / to sell
to melt (metal) / to cancel or annul / to sell / to spend / to fasten with a bolt / bolt or pin"
xiāo,枵,empty / hollow of a tree
xiāo,魈,"elf
elf / demon"
xiāo,硝,saltpeter / to tan (leather)
xiāo,潇,"river name / sound of rain and wind
(of water) deep and clear / (of wind and rain) howling and pounding / (of light rain) pattering"
xiāo,骁,brave / good horse / strong
xiāo,霄,firmament / heaven
xiāo,萧,"mournful
miserable / desolate / dreary / Chinese mugwort"
xiāo,宵,night
xiāo,嚣,clamor
xiāo,哓,a cry of alarm / querulous
xuē,削,"to scrape, to reduce / to pare (away) / to cut (down)
to pare / to reduce / to remove / Taiwan pr. [xue4]"
xiǎo,晓,"dawn / to know / to tell (sb sth) / dawn
dawn / daybreak / to know / to let sb know / to make explicit"
xiǎo,小,small / tiny / few / young
xiǎo,筱,dwarf bamboo / thin bamboo
xiào,孝,"filial
filial piety or obedience / mourning apparel"
xiào,啸,to hiss / to whistle
xiào,笑,laugh / smile / CL:個|个[ge4]
xiào,效,"imitate, effect / efficacy / imitate
effect / efficacy / to imitate"
xiào,肖,similar / resembling / to resemble / to be like
xiē,歇,"to rest
to rest / to take a break / to stop / to halt / (dialect) to sleep / a moment / a short while"
hé,蝎,scorpion
xiē,楔,to wedge / wedge
xiē,些,"some / few / several / (a measure word)
some / few / several / measure word indicating a small amount or small number (greater than 1)"
xié,胁,"side of body / threaten
variant of 脅|胁[xie2]"
xié,勰,harmonious
xié,撷,"collect
to collect / Taiwan pr. [jie2]"
xié,协,to cooperate / to harmonize / to help / to assist / to join
xié,鞋,"shoe
variant of 鞋[xie2]"
xié,携,to carry / to take along / to bring along / to hold (hands) / also pr. [xi1]
xié,缬,knot / tie a knot
xié,斜,"slanting
inclined / slanting / oblique / tilting"
xié,邪,"demonical / iniquitous / nefarious
demonic / iniquitous / nefarious / evil / unhealthy influences that cause disease (Chinese medicine)"
xié,谐,harmonious
jié,颉,"(surname) / fly upwards / neck
(of a bird) to fly upwards / (of the neck) stiff"
xiě,写,to write
xiě,血,"blood, blood
blood / colloquial pr. [xie3] / CL:滴[di1],片[pian4]"
xiè,渫,"(surname) / get rid of / scatter
to get rid of / to discharge / to dredge"
xiè,蟹,"crab
variant of 蟹[xie4]"
xiè,谢,"(surname) / to thank
to thank / to apologize / to wither (of flowers, leaves etc) / to decline"
xiè,獬,"(mythical animal)
see 獬豸[xie4 zhi4]"
xiè,榭,pavilion
xiè,燮,"(surname) / harmony / harmonize
old variant of 燮[xie4]"
xiè,泻,"to flow (out) swiftly / diarrhea
to flow out swiftly / to flood / a torrent / diarrhea / laxative"
xiè,薤,Allium bakeri / shallot / scallion
xiè,躞,to walk
xiè,卸,"unload / take off
to unload / to unhitch / to remove or strip / to get rid of"
xiè,邂,to meet unexpectedly
xiè,屑,"crumbs / filings / worth while
bits / fragments / crumbs / filings / trifling / trivial / to condescend to"
xiè,械,"tools
appliance / tool / weapon / shackles / also pr. [jie4]"
xiè,懈,lax / negligent
xiè,泄,"divulge / leak out
variant of 泄[xie4]"
xiè,绁,"leash / rein
variant of 紲|绁[xie4]"
xiè,廨,office
xiè,瀣,mist / vapor
xiè,亵,"licentious
obscene / disrespectful"
xiè,骱,joint of bones
xīn,欣,happy
xīn,鑫,"(used in names)
(used in names of people and shops, symbolizing prosperity)"
xīn,心,"heart / mind
heart / mind / intention / center / core / CL:顆|颗[ke1],個|个[ge4]"
xīn,忻,happy
xīn,昕,dawn
xīn,薪,fuel / salary
xīn,歆,pleased / moved
xīn,新,"meso- (chem.) / new / newly
new / newly / meso- (chemistry)"
